Source,Target,Weight
Kate Raworth,Rutger Hoekstra,2
Kate Raworth,Ida Kubiszewski,1
Kate Raworth,Enrico Giovannini,2
Kate Raworth,Giorgia Dalla Libera Marchiori,1
Kate Raworth,Alessandro Galli,1
Kate Raworth,Herman Daly,1
Kate Raworth,John Fullerton,1
Kate Raworth,Hunter Lovins,1
Kate Raworth,Jonathan Patz,1
Kate Raworth,Debra Roberts,1
Kate Raworth,Johan Rockström,1
Kate Raworth,Juliet Schor,1
Kate Raworth,Gus Speth,1
Kate Raworth,Alvaro Umana,1
Kate Raworth,Roberto De Vogli,2
Kate Raworth,Mathis Wackernagel,1
Kate Raworth,Frances Moore Lappé,1
Kate Raworth,Lars Fogh Mortensen,1
Kate Raworth,Jonathan Barth,2
Kate Raworth,Beth Stratford,1
Kate Raworth,Caroline Lucas,1
Kate Raworth,Leida Rijnhout,1
Kate Raworth,Anders Wijkman,2
Kate Raworth,﻿Danny Graham,1
Kate Raworth,Erinch Sahan,1
Kate Raworth,Michael Shinwell,1
Kate Raworth,Griffin Carpenter,1
Kate Raworth,Irene Guijt,1
Kate Raworth,Isabel Sebastian,1
Kate Raworth,Jan Mayrhuofer,1
Kate Raworth,Peter Victor,1
Kate Raworth,Barbara SennholzWeinhardt,1
Kate Raworth,Denisha Killoh,1
Kate Raworth,Sarah Mewes,1
Kate Raworth,Hon Grant Robertson,1
Kristin Vala Ragnarsdottir,Lebohang Liepollo Pheko,1
Kristin Vala Ragnarsdottir,Neva Goodwin,2
Kristin Vala Ragnarsdottir,Pedro Tarak,1
Kristin Vala Ragnarsdottir,Peter Blom,1
Kristin Vala Ragnarsdottir,Rajiv Joshi,1
Kristin Vala Ragnarsdottir,Richard Wilkinson,2
Kristin Vala Ragnarsdottir,Robert Costanza,3
Kristin Vala Ragnarsdottir,Sandrine Dixson-Decleve,2
Kristin Vala Ragnarsdottir,Sharan Burrow,1
Kristin Vala Ragnarsdottir,Tim Jackson,4
Kristin Vala Ragnarsdottir,Doreen Grove,1
Kristin Vala Ragnarsdottir,Paul Dalziel,1
Kristin Vala Ragnarsdottir,Suzy Morrissey,1
Kristin Vala Ragnarsdottir,﻿Gemma Bone Dodds,1
Kristin Vala Ragnarsdottir,Jakob Hafele,1
Kristin Vala Ragnarsdottir,﻿Andrew Turner,1
Kristin Vala Ragnarsdottir,﻿Robert Pollock,1
Kristin Vala Ragnarsdottir,﻿Katie Gallogly-Swan,1
Kristin Vala Ragnarsdottir,﻿Eduard Müller,1
Kristin Vala Ragnarsdottir,﻿João Bernardo Casali,1
Kristin Vala Ragnarsdottir,﻿Matthew Burke,1
Kristin Vala Ragnarsdottir,﻿Luca Coscieme,1
Kristin Vala Ragnarsdottir,﻿Till Kellerhof,1
Kristin Vala Ragnarsdottir,﻿Alan Higgins,1
Kristin Vala Ragnarsdottir,Michelle Maloney,1
Kristin Vala Ragnarsdottir,﻿Jacqueline Mcglade,2
Kristin Vala Ragnarsdottir,﻿Aileen Mcleod,1
Kristin Vala Ragnarsdottir,﻿Claire Sommer,1
Kristin Vala Ragnarsdottir,Christopher Boyce,1
Kristin Vala Ragnarsdottir,Jennifer Wallace,1
Kristin Vala Ragnarsdottir,Miriam Brett,1
Kristin Vala Ragnarsdottir,James Dyke,1
Kristin Vala Ragnarsdottir,Patrick Elf,1
Kristin Vala Ragnarsdottir,Sam Butler-Sloss,1
Kristin Vala Ragnarsdottir,Wendy Ellyatt,1
Kristin Vala Ragnarsdottir,Duncan Fisher,1
Kristin Vala Ragnarsdottir,Maya Cosentino,1
Kristin Vala Ragnarsdottir,Päivi Mattila-Wiro,1
Kristin Vala Ragnarsdottir,Lorenzo Fioramonte,2
Kristin Vala Ragnarsdottir,Rutger Hoekstra,1
Kristin Vala Ragnarsdottir,Ida Kubiszewski,2
Kristin Vala Ragnarsdottir,Enrico Giovannini,2
Kristin Vala Ragnarsdottir,Giorgia Dalla Libera Marchiori,1
Kristin Vala Ragnarsdottir,Alessandro Galli,1
Kristin Vala Ragnarsdottir,Alejandro Adler,1
Kristin Vala Ragnarsdottir,Gar Alperovitz,1
Kristin Vala Ragnarsdottir,Clovis Cavalcanti,1
Kristin Vala Ragnarsdottir,Herman Daly,2
Kristin Vala Ragnarsdottir,John de Graaf,1
Kristin Vala Ragnarsdottir,Joshua Farley,1
Kristin Vala Ragnarsdottir,John Fullerton,2
Kristin Vala Ragnarsdottir,Richard Heinberg,1
Kristin Vala Ragnarsdottir,Hunter Lovins,2
Kristin Vala Ragnarsdottir,Michel Masozera,1
Kristin Vala Ragnarsdottir,Thaddeus Metz,1
Kristin Vala Ragnarsdottir,Greg Norris,1
Kristin Vala Ragnarsdottir,Jonathan Patz,1
Kristin Vala Ragnarsdottir,Dirk Philipsen,1
Kristin Vala Ragnarsdottir,Rosimeiry Portela,1
Kristin Vala Ragnarsdottir,Thomas Prugh,1
Kristin Vala Ragnarsdottir,Bill Rees,1
Kristin Vala Ragnarsdottir,Debra Roberts,1
Kristin Vala Ragnarsdottir,Johan Rockström,1
Kristin Vala Ragnarsdottir,Juliet Schor,1
Kristin Vala Ragnarsdottir,Gus Speth,1
Kristin Vala Ragnarsdottir,Yukiko Uchida,1
Kristin Vala Ragnarsdottir,Alvaro Umana,1
Kristin Vala Ragnarsdottir,Roberto De Vogli,1
Kristin Vala Ragnarsdottir,Mathis Wackernagel,2
Kristin Vala Ragnarsdottir,Jonathan Barth,1
Kristin Vala Ragnarsdottir,Steve Waddell,1
Kristin Vala Ragnarsdottir,Beth Stratford,1
Kristin Vala Ragnarsdottir,Leida Rijnhout,1
Kristin Vala Ragnarsdottir,Anders Wijkman,1
Kristin Vala Ragnarsdottir,Florian Dierickx,1
Kristin Vala Ragnarsdottir,Donnie Maclurchan,1
Kristin Vala Ragnarsdottir,Martin Parker,2
Kristin Vala Ragnarsdottir,Michael Shinwell,1
Kristin Vala Ragnarsdottir,Griffin Carpenter,1
Kristin Vala Ragnarsdottir,Isabel Sebastian,1
Kristin Vala Ragnarsdottir,Jenneth Parker,1
Kristin Vala Ragnarsdottir,Jennifer Hinton,1
Kristin Vala Ragnarsdottir,Brynhildur Davíðsdóttir,1
Kristin Vala Ragnarsdottir,Peter Victor,1
Kristin Vala Ragnarsdottir,Denisha Killoh,1
Lebohang Liepollo Pheko,Neva Goodwin,1
Lebohang Liepollo Pheko,Pedro Tarak,1
Lebohang Liepollo Pheko,Peter Blom,1
Lebohang Liepollo Pheko,Rajiv Joshi,1
Lebohang Liepollo Pheko,Richard Wilkinson,1
Lebohang Liepollo Pheko,Robert Costanza,1
Lebohang Liepollo Pheko,Sandrine Dixson-Decleve,1
Lebohang Liepollo Pheko,Sharan Burrow,1
Lebohang Liepollo Pheko,Tim Jackson,1
Lebohang Liepollo Pheko,Doreen Grove,1
Lebohang Liepollo Pheko,Paul Dalziel,1
Lebohang Liepollo Pheko,Suzy Morrissey,1
Lebohang Liepollo Pheko,Jakob Hafele,1
Lebohang Liepollo Pheko,﻿Andrew Turner,1
Lebohang Liepollo Pheko,﻿Robert Pollock,1
Lebohang Liepollo Pheko,﻿Katie Gallogly-Swan,1
Lebohang Liepollo Pheko,﻿Eduard Müller,1
Lebohang Liepollo Pheko,﻿João Bernardo Casali,1
Lebohang Liepollo Pheko,﻿Matthew Burke,1
Lebohang Liepollo Pheko,﻿Luca Coscieme,1
Lebohang Liepollo Pheko,Michelle Maloney,1
Lebohang Liepollo Pheko,﻿Jacqueline Mcglade,1
Lebohang Liepollo Pheko,﻿Claire Sommer,1
Lebohang Liepollo Pheko,Christopher Boyce,1
Lebohang Liepollo Pheko,Miriam Brett,1
Lebohang Liepollo Pheko,Wendy Ellyatt,1
Lebohang Liepollo Pheko,Duncan Fisher,1
Lebohang Liepollo Pheko,Lorenzo Fioramonte,1
Lebohang Liepollo Pheko,Rutger Hoekstra,1
Lebohang Liepollo Pheko,Giorgia Dalla Libera Marchiori,1
Lebohang Liepollo Pheko,Alessandro Galli,1
Lebohang Liepollo Pheko,Beth Stratford,1
Lebohang Liepollo Pheko,Michael Shinwell,1
Lebohang Liepollo Pheko,Griffin Carpenter,1
Lebohang Liepollo Pheko,Isabel Sebastian,1
Lebohang Liepollo Pheko,Denisha Killoh,1
Neva Goodwin,Pedro Tarak,1
Neva Goodwin,Peter Blom,1
Neva Goodwin,Rajiv Joshi,1
Neva Goodwin,Richard Wilkinson,1
Neva Goodwin,Robert Costanza,1
Neva Goodwin,Sandrine Dixson-Decleve,1
Neva Goodwin,Sharan Burrow,1
Neva Goodwin,Tim Jackson,1
Neva Goodwin,Doreen Grove,1
Neva Goodwin,Paul Dalziel,1
Neva Goodwin,Suzy Morrissey,1
Neva Goodwin,Jakob Hafele,1
Neva Goodwin,﻿Andrew Turner,1
Neva Goodwin,﻿Robert Pollock,1
Neva Goodwin,﻿Katie Gallogly-Swan,1
Neva Goodwin,﻿Eduard Müller,1
Neva Goodwin,﻿João Bernardo Casali,1
Neva Goodwin,﻿Matthew Burke,1
Neva Goodwin,﻿Luca Coscieme,1
Neva Goodwin,Michelle Maloney,1
Neva Goodwin,﻿Jacqueline Mcglade,1
Neva Goodwin,﻿Claire Sommer,1
Neva Goodwin,Christopher Boyce,1
Neva Goodwin,Miriam Brett,1
Neva Goodwin,Wendy Ellyatt,1
Neva Goodwin,Duncan Fisher,1
Neva Goodwin,Lorenzo Fioramonte,1
Neva Goodwin,Rutger Hoekstra,1
Neva Goodwin,Giorgia Dalla Libera Marchiori,1
Neva Goodwin,Alessandro Galli,1
Neva Goodwin,Steve Waddell,1
Neva Goodwin,Beth Stratford,1
Neva Goodwin,Donnie Maclurchan,1
Neva Goodwin,Martin Parker,1
Neva Goodwin,Michael Shinwell,1
Neva Goodwin,Griffin Carpenter,1
Neva Goodwin,Isabel Sebastian,1
Neva Goodwin,Jenneth Parker,1
Neva Goodwin,Jennifer Hinton,1
Neva Goodwin,Denisha Killoh,1
Pedro Tarak,Peter Blom,1
Pedro Tarak,Rajiv Joshi,1
Pedro Tarak,Richard Wilkinson,1
Pedro Tarak,Robert Costanza,1
Pedro Tarak,Sandrine Dixson-Decleve,2
Pedro Tarak,Sharan Burrow,2
Pedro Tarak,Tim Jackson,1
Pedro Tarak,Doreen Grove,1
Pedro Tarak,Paul Dalziel,1
Pedro Tarak,Suzy Morrissey,1
Pedro Tarak,Jakob Hafele,1
Pedro Tarak,﻿Andrew Turner,1
Pedro Tarak,﻿Robert Pollock,1
Pedro Tarak,﻿Katie Gallogly-Swan,1
Pedro Tarak,﻿Eduard Müller,1
Pedro Tarak,﻿João Bernardo Casali,1
Pedro Tarak,﻿Naomi Bourne,1
Pedro Tarak,﻿Matthew Burke,1
Pedro Tarak,﻿Luca Coscieme,1
Pedro Tarak,Michelle Maloney,1
Pedro Tarak,﻿Jacqueline Mcglade,2
Pedro Tarak,﻿Claire Sommer,1
Pedro Tarak,Christopher Boyce,1
Pedro Tarak,Miriam Brett,1
Pedro Tarak,Luis Gallardo,1
Pedro Tarak,Wendy Ellyatt,1
Pedro Tarak,Duncan Fisher,1
Pedro Tarak,Philipp Neuerburg,1
Pedro Tarak,Ralph Thurm,1
Pedro Tarak,Lorenzo Fioramonte,2
Pedro Tarak,Rutger Hoekstra,3
Pedro Tarak,Enrico Giovannini,2
Pedro Tarak,Giorgia Dalla Libera Marchiori,1
Pedro Tarak,Alessandro Galli,1
Pedro Tarak,Herman Daly,1
Pedro Tarak,Jonathan Patz,1
Pedro Tarak,Debra Roberts,1
Pedro Tarak,Johan Rockström,1
Pedro Tarak,Juliet Schor,1
Pedro Tarak,Gus Speth,1
Pedro Tarak,Alvaro Umana,2
Pedro Tarak,Roberto De Vogli,2
Pedro Tarak,Lars Fogh Mortensen,1
Pedro Tarak,Beth Stratford,1
Pedro Tarak,Anders Wijkman,1
Pedro Tarak,﻿Danny Graham,1
Pedro Tarak,Michael Shinwell,1
Pedro Tarak,Griffin Carpenter,1
Pedro Tarak,Isabel Sebastian,1
Pedro Tarak,Denisha Killoh,1
Pedro Tarak,Hon Grant Robertson,1
Peter Blom,Rajiv Joshi,1
Peter Blom,Richard Wilkinson,1
Peter Blom,Robert Costanza,1
Peter Blom,Sandrine Dixson-Decleve,1
Peter Blom,Sharan Burrow,1
Peter Blom,Tim Jackson,1
Peter Blom,Doreen Grove,1
Peter Blom,Paul Dalziel,1
Peter Blom,Suzy Morrissey,1
Peter Blom,Jakob Hafele,1
Peter Blom,﻿Andrew Turner,1
Peter Blom,﻿Robert Pollock,1
Peter Blom,﻿Katie Gallogly-Swan,1
Peter Blom,﻿Eduard Müller,1
Peter Blom,﻿João Bernardo Casali,1
Peter Blom,﻿Matthew Burke,1
Peter Blom,﻿Luca Coscieme,1
Peter Blom,Michelle Maloney,1
Peter Blom,﻿Jacqueline Mcglade,1
Peter Blom,﻿Claire Sommer,1
Peter Blom,Christopher Boyce,1
Peter Blom,Miriam Brett,1
Peter Blom,Wendy Ellyatt,1
Peter Blom,Duncan Fisher,1
Peter Blom,Lorenzo Fioramonte,1
Peter Blom,Rutger Hoekstra,1
Peter Blom,Giorgia Dalla Libera Marchiori,1
Peter Blom,Alessandro Galli,1
Peter Blom,Beth Stratford,1
Peter Blom,Michael Shinwell,1
Peter Blom,Griffin Carpenter,1
Peter Blom,Isabel Sebastian,1
Peter Blom,Denisha Killoh,1
Rajiv Joshi,Richard Wilkinson,1
Rajiv Joshi,Robert Costanza,1
Rajiv Joshi,Sandrine Dixson-Decleve,1
Rajiv Joshi,Sharan Burrow,2
Rajiv Joshi,Tim Jackson,1
Rajiv Joshi,Doreen Grove,1
Rajiv Joshi,Paul Dalziel,1
Rajiv Joshi,Suzy Morrissey,1
Rajiv Joshi,Jakob Hafele,1
Rajiv Joshi,﻿Andrew Turner,1
Rajiv Joshi,﻿Robert Pollock,1
Rajiv Joshi,﻿Katie Gallogly-Swan,2
Rajiv Joshi,﻿Eduard Müller,1
Rajiv Joshi,﻿João Bernardo Casali,1
Rajiv Joshi,﻿Matthew Burke,1
Rajiv Joshi,﻿Luca Coscieme,1
Rajiv Joshi,Michelle Maloney,1
Rajiv Joshi,﻿Jacqueline Mcglade,1
Rajiv Joshi,﻿Claire Sommer,1
Rajiv Joshi,Christopher Boyce,1
Rajiv Joshi,Miriam Brett,1
Rajiv Joshi,Wendy Ellyatt,1
Rajiv Joshi,Duncan Fisher,1
Rajiv Joshi,Lorenzo Fioramonte,1
Rajiv Joshi,Rutger Hoekstra,1
Rajiv Joshi,Giorgia Dalla Libera Marchiori,1
Rajiv Joshi,Alessandro Galli,1
Rajiv Joshi,Frances Moore Lappé,1
Rajiv Joshi,Beth Stratford,1
Rajiv Joshi,Caroline Lucas,1
Rajiv Joshi,Erinch Sahan,1
Rajiv Joshi,Michael Shinwell,1
Rajiv Joshi,Griffin Carpenter,1
Rajiv Joshi,Irene Guijt,1
Rajiv Joshi,Isabel Sebastian,1
Rajiv Joshi,Jan Mayrhuofer,1
Rajiv Joshi,Barbara SennholzWeinhardt,1
Rajiv Joshi,Denisha Killoh,1
Richard Wilkinson,Robert Costanza,2
Richard Wilkinson,Sandrine Dixson-Decleve,1
Richard Wilkinson,Sharan Burrow,1
Richard Wilkinson,Tim Jackson,3
Richard Wilkinson,Doreen Grove,1
Richard Wilkinson,Paul Dalziel,1
Richard Wilkinson,Suzy Morrissey,1
Richard Wilkinson,﻿Gemma Bone Dodds,1
Richard Wilkinson,Jakob Hafele,1
Richard Wilkinson,﻿Andrew Turner,1
Richard Wilkinson,﻿Robert Pollock,1
Richard Wilkinson,﻿Katie Gallogly-Swan,1
Richard Wilkinson,﻿Eduard Müller,1
Richard Wilkinson,﻿João Bernardo Casali,1
Richard Wilkinson,﻿Matthew Burke,1
Richard Wilkinson,﻿Luca Coscieme,1
Richard Wilkinson,Michelle Maloney,1
Richard Wilkinson,﻿Jacqueline Mcglade,3
Richard Wilkinson,﻿Frank Murillo,1
Richard Wilkinson,﻿Claire Sommer,1
Richard Wilkinson,Sandra Waddock,1
Richard Wilkinson,Christopher Boyce,1
Richard Wilkinson,Miriam Brett,1
Richard Wilkinson,Sally Zlotowtiz,1
Richard Wilkinson,Wendy Ellyatt,1
Richard Wilkinson,Duncan Fisher,1
Richard Wilkinson,Michael Jacobs,1
Richard Wilkinson,Lorenzo Fioramonte,2
Richard Wilkinson,Rutger Hoekstra,1
Richard Wilkinson,Ida Kubiszewski,1
Richard Wilkinson,Enrico Giovannini,1
Richard Wilkinson,Giorgia Dalla Libera Marchiori,1
Richard Wilkinson,Alessandro Galli,1
Richard Wilkinson,Alejandro Adler,1
Richard Wilkinson,Gar Alperovitz,1
Richard Wilkinson,Clovis Cavalcanti,1
Richard Wilkinson,Herman Daly,1
Richard Wilkinson,John de Graaf,1
Richard Wilkinson,Joshua Farley,1
Richard Wilkinson,John Fullerton,1
Richard Wilkinson,Richard Heinberg,1
Richard Wilkinson,Hunter Lovins,1
Richard Wilkinson,Michel Masozera,1
Richard Wilkinson,Thaddeus Metz,1
Richard Wilkinson,Greg Norris,1
Richard Wilkinson,Jonathan Patz,1
Richard Wilkinson,Dirk Philipsen,1
Richard Wilkinson,Rosimeiry Portela,1
Richard Wilkinson,Thomas Prugh,1
Richard Wilkinson,Bill Rees,1
Richard Wilkinson,Debra Roberts,1
Richard Wilkinson,Johan Rockström,1
Richard Wilkinson,Juliet Schor,1
Richard Wilkinson,Gus Speth,1
Richard Wilkinson,Yukiko Uchida,1
Richard Wilkinson,Alvaro Umana,1
Richard Wilkinson,Roberto De Vogli,1
Richard Wilkinson,Mathis Wackernagel,1
Richard Wilkinson,Beth Stratford,1
Richard Wilkinson,Michael Shinwell,1
Richard Wilkinson,Laurie Macfarlane,1
Richard Wilkinson,Griffin Carpenter,1
Richard Wilkinson,Isabel Sebastian,1
Richard Wilkinson,Peter Victor,1
Richard Wilkinson,Barbara SennholzWeinhardt,1
Richard Wilkinson,Denisha Killoh,1
Robert Costanza,Sandrine Dixson-Decleve,2
Robert Costanza,Sharan Burrow,1
Robert Costanza,Tim Jackson,3
Robert Costanza,Doreen Grove,1
Robert Costanza,Paul Dalziel,1
Robert Costanza,Suzy Morrissey,1
Robert Costanza,Jakob Hafele,1
Robert Costanza,﻿Andrew Turner,1
Robert Costanza,﻿Robert Pollock,1
Robert Costanza,﻿Katie Gallogly-Swan,1
Robert Costanza,﻿Eduard Müller,1
Robert Costanza,﻿João Bernardo Casali,1
Robert Costanza,﻿Matthew Burke,2
Robert Costanza,﻿Luca Coscieme,1
Robert Costanza,﻿Till Kellerhof,1
Robert Costanza,Michelle Maloney,1
Robert Costanza,﻿Jacqueline Mcglade,3
Robert Costanza,﻿Aileen Mcleod,1
Robert Costanza,﻿Claire Sommer,1
Robert Costanza,Christopher Boyce,1
Robert Costanza,Miriam Brett,1
Robert Costanza,Daniel O’Neill,1
Robert Costanza,Monica Guillen-Royo,1
Robert Costanza,Wendy Ellyatt,1
Robert Costanza,Duncan Fisher,1
Robert Costanza,Maya Cosentino,1
Robert Costanza,Päivi Mattila-Wiro,1
Robert Costanza,Ursula Georgeoglou,1
Robert Costanza,Lorenzo Fioramonte,3
Robert Costanza,Rutger Hoekstra,1
Robert Costanza,Ida Kubiszewski,6
Robert Costanza,Enrico Giovannini,2
Robert Costanza,Giorgia Dalla Libera Marchiori,1
Robert Costanza,Alessandro Galli,1
Robert Costanza,Alejandro Adler,1
Robert Costanza,Gar Alperovitz,1
Robert Costanza,Clovis Cavalcanti,1
Robert Costanza,Herman Daly,3
Robert Costanza,John de Graaf,1
Robert Costanza,﻿Kati Gallagher,1
Robert Costanza,Michael Moser,1
Robert Costanza,Joshua Farley,1
Robert Costanza,John Fullerton,2
Robert Costanza,Richard Heinberg,1
Robert Costanza,Hunter Lovins,2
Robert Costanza,Michel Masozera,2
Robert Costanza,Thaddeus Metz,1
Robert Costanza,Greg Norris,1
Robert Costanza,Jonathan Patz,1
Robert Costanza,Dirk Philipsen,1
Robert Costanza,Rosimeiry Portela,1
Robert Costanza,Thomas Prugh,1
Robert Costanza,Bill Rees,1
Robert Costanza,Debra Roberts,1
Robert Costanza,Johan Rockström,1
Robert Costanza,Juliet Schor,1
Robert Costanza,Gus Speth,2
Robert Costanza,Yukiko Uchida,1
Robert Costanza,Alvaro Umana,1
Robert Costanza,Roberto De Vogli,1
Robert Costanza,Mathis Wackernagel,2
Robert Costanza,Jonathan Barth,1
Robert Costanza,Beth Stratford,1
Robert Costanza,Leida Rijnhout,1
Robert Costanza,Anders Wijkman,1
Robert Costanza,Michael Shinwell,1
Robert Costanza,Griffin Carpenter,1
Robert Costanza,Irene Guijt,1
Robert Costanza,Isabel Sebastian,1
Robert Costanza,Peter Victor,1
Robert Costanza,Denisha Killoh,1
Sandrine Dixson-Decleve,Sharan Burrow,2
Sandrine Dixson-Decleve,Tim Jackson,2
Sandrine Dixson-Decleve,Doreen Grove,1
Sandrine Dixson-Decleve,Paul Dalziel,1
Sandrine Dixson-Decleve,Suzy Morrissey,1
Sandrine Dixson-Decleve,Jakob Hafele,1
Sandrine Dixson-Decleve,﻿Andrew Turner,1
Sandrine Dixson-Decleve,﻿Robert Pollock,1
Sandrine Dixson-Decleve,﻿Katie Gallogly-Swan,1
Sandrine Dixson-Decleve,﻿Eduard Müller,1
Sandrine Dixson-Decleve,﻿João Bernardo Casali,1
Sandrine Dixson-Decleve,﻿Naomi Bourne,1
Sandrine Dixson-Decleve,﻿Matthew Burke,1
Sandrine Dixson-Decleve,﻿Luca Coscieme,1
Sandrine Dixson-Decleve,﻿Till Kellerhof,1
Sandrine Dixson-Decleve,Michelle Maloney,1
Sandrine Dixson-Decleve,﻿Jacqueline Mcglade,2
Sandrine Dixson-Decleve,﻿Aileen Mcleod,2
Sandrine Dixson-Decleve,﻿Claire Sommer,1
Sandrine Dixson-Decleve,Christopher Boyce,1
Sandrine Dixson-Decleve,Miriam Brett,1
Sandrine Dixson-Decleve,Luis Gallardo,1
Sandrine Dixson-Decleve,Wendy Ellyatt,1
Sandrine Dixson-Decleve,Duncan Fisher,1
Sandrine Dixson-Decleve,Maya Cosentino,1
Sandrine Dixson-Decleve,Philipp Neuerburg,1
Sandrine Dixson-Decleve,Päivi Mattila-Wiro,1
Sandrine Dixson-Decleve,Ralph Thurm,1
Sandrine Dixson-Decleve,Valdis Dombrovskis,2
Sandrine Dixson-Decleve,Lorenzo Fioramonte,2
Sandrine Dixson-Decleve,Rutger Hoekstra,2
Sandrine Dixson-Decleve,Ida Kubiszewski,1
Sandrine Dixson-Decleve,Enrico Giovannini,2
Sandrine Dixson-Decleve,Giorgia Dalla Libera Marchiori,1
Sandrine Dixson-Decleve,Alessandro Galli,1
Sandrine Dixson-Decleve,Herman Daly,1
Sandrine Dixson-Decleve,John Fullerton,1
Sandrine Dixson-Decleve,Hunter Lovins,1
Sandrine Dixson-Decleve,Jonathan Patz,1
Sandrine Dixson-Decleve,Debra Roberts,1
Sandrine Dixson-Decleve,Johan Rockström,2
Sandrine Dixson-Decleve,Juliet Schor,1
Sandrine Dixson-Decleve,Gus Speth,1
Sandrine Dixson-Decleve,Alvaro Umana,1
Sandrine Dixson-Decleve,Roberto De Vogli,1
Sandrine Dixson-Decleve,Mathis Wackernagel,1
Sandrine Dixson-Decleve,Petra Fagerholm,1
Sandrine Dixson-Decleve,Lars Fogh Mortensen,1
Sandrine Dixson-Decleve,Jonathan Barth,1
Sandrine Dixson-Decleve,Beth Stratford,1
Sandrine Dixson-Decleve,Caroline Lucas,1
Sandrine Dixson-Decleve,Philippe Lamberts,1
Sandrine Dixson-Decleve,Leida Rijnhout,1
Sandrine Dixson-Decleve,Anders Wijkman,2
Sandrine Dixson-Decleve,﻿Danny Graham,1
Sandrine Dixson-Decleve,Michael Shinwell,1
Sandrine Dixson-Decleve,Griffin Carpenter,1
Sandrine Dixson-Decleve,Isabel Sebastian,1
Sandrine Dixson-Decleve,Peter Victor,1
Sandrine Dixson-Decleve,Denisha Killoh,1
Sandrine Dixson-Decleve,Hon Grant Robertson,1
Sharan Burrow,Tim Jackson,1
Sharan Burrow,Doreen Grove,1
Sharan Burrow,Paul Dalziel,1
Sharan Burrow,Suzy Morrissey,1
Sharan Burrow,Jakob Hafele,1
Sharan Burrow,﻿Andrew Turner,1
Sharan Burrow,﻿Robert Pollock,1
Sharan Burrow,﻿Katie Gallogly-Swan,1
Sharan Burrow,﻿Eduard Müller,1
Sharan Burrow,﻿João Bernardo Casali,1
Sharan Burrow,﻿Naomi Bourne,1
Sharan Burrow,﻿Matthew Burke,1
Sharan Burrow,﻿Luca Coscieme,1
Sharan Burrow,Michelle Maloney,1
Sharan Burrow,﻿Jacqueline Mcglade,2
Sharan Burrow,﻿Claire Sommer,1
Sharan Burrow,Christopher Boyce,1
Sharan Burrow,Miriam Brett,1
Sharan Burrow,Linda White,1
Sharan Burrow,Luis Gallardo,1
Sharan Burrow,Wendy Ellyatt,1
Sharan Burrow,Duncan Fisher,1
Sharan Burrow,Philipp Neuerburg,1
Sharan Burrow,Ralph Thurm,2
Sharan Burrow,Lorenzo Fioramonte,2
Sharan Burrow,Rutger Hoekstra,2
Sharan Burrow,Enrico Giovannini,1
Sharan Burrow,Giorgia Dalla Libera Marchiori,1
Sharan Burrow,Alessandro Galli,1
Sharan Burrow,Jonathan Patz,1
Sharan Burrow,Debra Roberts,1
Sharan Burrow,Johan Rockström,2
Sharan Burrow,Juliet Schor,1
Sharan Burrow,Gus Speth,1
Sharan Burrow,Alvaro Umana,1
Sharan Burrow,Roberto De Vogli,1
Sharan Burrow,Lars Fogh Mortensen,1
Sharan Burrow,Andrew Cave,1
Sharan Burrow,Beth Stratford,1
Sharan Burrow,Anders Wijkman,1
Sharan Burrow,﻿Danny Graham,1
Sharan Burrow,Michael Shinwell,1
Sharan Burrow,Griffin Carpenter,1
Sharan Burrow,Isabel Sebastian,1
Sharan Burrow,Denisha Killoh,1
Sharan Burrow,Hon Grant Robertson,1
Tim Jackson,Doreen Grove,1
Tim Jackson,Paul Dalziel,1
Tim Jackson,Suzy Morrissey,1
Tim Jackson,﻿Gemma Bone Dodds,1
Tim Jackson,Jakob Hafele,1
Tim Jackson,﻿Andrew Turner,1
Tim Jackson,﻿Robert Pollock,1
Tim Jackson,﻿Katie Gallogly-Swan,1
Tim Jackson,﻿Eduard Müller,1
Tim Jackson,﻿João Bernardo Casali,1
Tim Jackson,﻿Matthew Burke,1
Tim Jackson,﻿Luca Coscieme,1
Tim Jackson,﻿Till Kellerhof,1
Tim Jackson,﻿Alan Higgins,1
Tim Jackson,Michelle Maloney,1
Tim Jackson,﻿Jacqueline Mcglade,2
Tim Jackson,﻿Aileen Mcleod,1
Tim Jackson,﻿Claire Sommer,1
Tim Jackson,Sandra Waddock,1
Tim Jackson,Christopher Boyce,1
Tim Jackson,Jennifer Wallace,1
Tim Jackson,Miriam Brett,1
Tim Jackson,James Dyke,1
Tim Jackson,Patrick Elf,3
Tim Jackson,Christine Corlet Walker,2
Tim Jackson,Sam Butler-Sloss,1
Tim Jackson,Wendy Ellyatt,1
Tim Jackson,Duncan Fisher,1
Tim Jackson,Maya Cosentino,1
Tim Jackson,Päivi Mattila-Wiro,1
Tim Jackson,Peter Schmidt,1
Tim Jackson,Lorenzo Fioramonte,2
Tim Jackson,Rutger Hoekstra,1
Tim Jackson,Ida Kubiszewski,2
Tim Jackson,Enrico Giovannini,2
Tim Jackson,Giorgia Dalla Libera Marchiori,1
Tim Jackson,Alessandro Galli,1
Tim Jackson,Alejandro Adler,1
Tim Jackson,Gar Alperovitz,1
Tim Jackson,Clovis Cavalcanti,1
Tim Jackson,Herman Daly,2
Tim Jackson,John de Graaf,1
Tim Jackson,Joshua Farley,1
Tim Jackson,John Fullerton,2
