Source,Target,Weight
Tim Jackson,Richard Heinberg,1
Tim Jackson,Hunter Lovins,2
Tim Jackson,Michel Masozera,1
Tim Jackson,Thaddeus Metz,1
Tim Jackson,Greg Norris,1
Tim Jackson,Jonathan Patz,1
Tim Jackson,Dirk Philipsen,1
Tim Jackson,Rosimeiry Portela,1
Tim Jackson,Thomas Prugh,1
Tim Jackson,Bill Rees,1
Tim Jackson,Debra Roberts,1
Tim Jackson,Johan Rockström,1
Tim Jackson,Juliet Schor,1
Tim Jackson,Gus Speth,1
Tim Jackson,Yukiko Uchida,1
Tim Jackson,Alvaro Umana,1
Tim Jackson,Roberto De Vogli,1
Tim Jackson,Mathis Wackernagel,2
Tim Jackson,Jonathan Barth,2
Tim Jackson,Beth Stratford,1
Tim Jackson,Leida Rijnhout,1
Tim Jackson,Charles Seaford,1
Tim Jackson,Anders Wijkman,1
Tim Jackson,Simon Mair,2
Tim Jackson,Michael Shinwell,1
Tim Jackson,Griffin Carpenter,1
Tim Jackson,Isabel Sebastian,1
Tim Jackson,Peter Victor,3
Tim Jackson,Denisha Killoh,1
Tim Jackson,Sarah Mewes,1
Doreen Grove,Paul Dalziel,1
Doreen Grove,Suzy Morrissey,1
Doreen Grove,Jakob Hafele,1
Doreen Grove,﻿Andrew Turner,1
Doreen Grove,﻿Robert Pollock,1
Doreen Grove,﻿Katie Gallogly-Swan,1
Doreen Grove,﻿Eduard Müller,1
Doreen Grove,﻿João Bernardo Casali,1
Doreen Grove,﻿Matthew Burke,1
Doreen Grove,﻿Geraldine Campbel,1
Doreen Grove,Juan Pedro Castro Baeza,1
Doreen Grove,﻿Luca Coscieme,1
Doreen Grove,﻿Michael Danson,1
Doreen Grove,﻿Natalie Hemmings,1
Doreen Grove,﻿Osbert Lancaster,1
Doreen Grove,Michelle Maloney,1
Doreen Grove,﻿Jacqueline Mcglade,1
Doreen Grove,﻿Julie Mclachlan,1
Doreen Grove,﻿Aileen Mcleod,1
Doreen Grove,﻿Claire Sommer,1
Doreen Grove,Christopher Boyce,1
Doreen Grove,Miriam Brett,2
Doreen Grove,Jackie Brock,1
Doreen Grove,Wendy Ellyatt,1
Doreen Grove,Chris Thomson,1
Doreen Grove,Duncan Fisher,1
Doreen Grove,Nicola Sturgeon,1
Doreen Grove,Lorenzo Fioramonte,1
Doreen Grove,Rutger Hoekstra,1
Doreen Grove,Gary Gillespie,1
Doreen Grove,Giorgia Dalla Libera Marchiori,1
Doreen Grove,Alessandro Galli,1
Doreen Grove,Beth Stratford,1
Doreen Grove,Michael Shinwell,1
Doreen Grove,Griffin Carpenter,1
Doreen Grove,Isabel Sebastian,1
Doreen Grove,Sara Carter,1
Doreen Grove,Denisha Killoh,1
Doreen Grove,Anna Fowlie,1
Doreen Grove,Una Bartley,1
Paul Dalziel,Suzy Morrissey,1
Paul Dalziel,Jakob Hafele,1
Paul Dalziel,﻿Andrew Turner,1
Paul Dalziel,﻿Robert Pollock,1
Paul Dalziel,﻿Katie Gallogly-Swan,1
Paul Dalziel,﻿Eduard Müller,1
Paul Dalziel,﻿João Bernardo Casali,1
Paul Dalziel,﻿Matthew Burke,1
Paul Dalziel,﻿Luca Coscieme,1
Paul Dalziel,Michelle Maloney,1
Paul Dalziel,﻿Jacqueline Mcglade,1
Paul Dalziel,﻿Claire Sommer,1
Paul Dalziel,Christopher Boyce,1
Paul Dalziel,Miriam Brett,1
Paul Dalziel,Wendy Ellyatt,1
Paul Dalziel,Duncan Fisher,1
Paul Dalziel,Lorenzo Fioramonte,1
Paul Dalziel,Rutger Hoekstra,1
Paul Dalziel,Giorgia Dalla Libera Marchiori,1
Paul Dalziel,Alessandro Galli,1
Paul Dalziel,Beth Stratford,1
Paul Dalziel,﻿Caroline Saunders,1
Paul Dalziel,Michael Shinwell,1
Paul Dalziel,Griffin Carpenter,1
Paul Dalziel,Isabel Sebastian,1
Paul Dalziel,Denisha Killoh,1
Suzy Morrissey,Jakob Hafele,1
Suzy Morrissey,﻿Andrew Turner,1
Suzy Morrissey,﻿Robert Pollock,1
Suzy Morrissey,﻿Katie Gallogly-Swan,1
Suzy Morrissey,﻿Eduard Müller,1
Suzy Morrissey,﻿João Bernardo Casali,1
Suzy Morrissey,﻿Matthew Burke,1
Suzy Morrissey,﻿Luca Coscieme,1
Suzy Morrissey,Margreet Frieling,1
Suzy Morrissey,Michelle Maloney,1
Suzy Morrissey,﻿Jacqueline Mcglade,1
Suzy Morrissey,﻿Claire Sommer,1
Suzy Morrissey,Christopher Boyce,1
Suzy Morrissey,Miriam Brett,1
Suzy Morrissey,Wendy Ellyatt,1
Suzy Morrissey,Duncan Fisher,1
Suzy Morrissey,Lorenzo Fioramonte,1
Suzy Morrissey,Rutger Hoekstra,1
Suzy Morrissey,Giorgia Dalla Libera Marchiori,1
Suzy Morrissey,Alessandro Galli,1
Suzy Morrissey,Girol Karacaoglu,1
Suzy Morrissey,Beth Stratford,1
Suzy Morrissey,Michael Shinwell,1
Suzy Morrissey,Griffin Carpenter,1
Suzy Morrissey,Isabel Sebastian,1
Suzy Morrissey,Denisha Killoh,1
﻿Gemma Bone Dodds,﻿Alan Higgins,1
﻿Gemma Bone Dodds,﻿Jacqueline Mcglade,1
﻿Gemma Bone Dodds,﻿Frank Murillo,1
﻿Gemma Bone Dodds,Jennifer Wallace,2
﻿Gemma Bone Dodds,Sally Zlotowtiz,1
﻿Gemma Bone Dodds,James Dyke,1
﻿Gemma Bone Dodds,Patrick Elf,1
﻿Gemma Bone Dodds,Sam Butler-Sloss,2
﻿Gemma Bone Dodds,Linda White,1
﻿Gemma Bone Dodds,Mary Michel,1
﻿Gemma Bone Dodds,Lukas Hardt,1
﻿Gemma Bone Dodds,Charlotte Miller,1
﻿Gemma Bone Dodds,Jane Morrison,1
﻿Gemma Bone Dodds,Siri Pantzar,1
﻿Gemma Bone Dodds,Michael Jacobs,1
﻿Gemma Bone Dodds,Laurie Macfarlane,1
﻿Gemma Bone Dodds,Barbara SennholzWeinhardt,1
﻿Gemma Bone Dodds,Una Bartley,1
Jakob Hafele,﻿Andrew Turner,1
Jakob Hafele,﻿Robert Pollock,1
Jakob Hafele,﻿Katie Gallogly-Swan,1
Jakob Hafele,﻿Eduard Müller,1
Jakob Hafele,﻿João Bernardo Casali,1
Jakob Hafele,﻿Matthew Burke,1
Jakob Hafele,﻿Luca Coscieme,1
Jakob Hafele,Michelle Maloney,1
Jakob Hafele,﻿Jacqueline Mcglade,1
Jakob Hafele,﻿Claire Sommer,1
Jakob Hafele,Christopher Boyce,1
Jakob Hafele,Miriam Brett,1
Jakob Hafele,Wendy Ellyatt,1
Jakob Hafele,Duncan Fisher,1
Jakob Hafele,Philipp Neuerburg,1
Jakob Hafele,Lorenzo Fioramonte,1
Jakob Hafele,Rutger Hoekstra,1
Jakob Hafele,Giorgia Dalla Libera Marchiori,1
Jakob Hafele,Alessandro Galli,1
Jakob Hafele,Jonathan Barth,1
Jakob Hafele,Beth Stratford,1
Jakob Hafele,Michael Shinwell,1
Jakob Hafele,Griffin Carpenter,1
Jakob Hafele,Isabel Sebastian,1
Jakob Hafele,Denisha Killoh,1
﻿Andrew Turner,﻿Robert Pollock,1
﻿Andrew Turner,﻿Katie Gallogly-Swan,1
﻿Andrew Turner,﻿Eduard Müller,1
﻿Andrew Turner,﻿João Bernardo Casali,1
﻿Andrew Turner,﻿Matthew Burke,1
﻿Andrew Turner,﻿Luca Coscieme,1
﻿Andrew Turner,Michelle Maloney,1
﻿Andrew Turner,﻿Jacqueline Mcglade,1
﻿Andrew Turner,﻿Claire Sommer,1
﻿Andrew Turner,Christopher Boyce,1
﻿Andrew Turner,Miriam Brett,1
﻿Andrew Turner,Wendy Ellyatt,1
﻿Andrew Turner,Duncan Fisher,1
﻿Andrew Turner,Lorenzo Fioramonte,1
﻿Andrew Turner,Rutger Hoekstra,1
﻿Andrew Turner,Giorgia Dalla Libera Marchiori,1
﻿Andrew Turner,Alessandro Galli,1
﻿Andrew Turner,Beth Stratford,1
﻿Andrew Turner,Michael Shinwell,1
﻿Andrew Turner,Griffin Carpenter,1
﻿Andrew Turner,Isabel Sebastian,1
﻿Andrew Turner,Denisha Killoh,1
﻿Robert Pollock,﻿Katie Gallogly-Swan,1
﻿Robert Pollock,﻿Eduard Müller,1
﻿Robert Pollock,﻿João Bernardo Casali,1
﻿Robert Pollock,﻿Matthew Burke,1
﻿Robert Pollock,﻿Luca Coscieme,1
﻿Robert Pollock,Michelle Maloney,1
﻿Robert Pollock,﻿Jacqueline Mcglade,1
﻿Robert Pollock,﻿Claire Sommer,1
﻿Robert Pollock,Christopher Boyce,1
﻿Robert Pollock,Miriam Brett,1
﻿Robert Pollock,Wendy Ellyatt,1
﻿Robert Pollock,Duncan Fisher,1
﻿Robert Pollock,Michael Jacobs,1
﻿Robert Pollock,Lorenzo Fioramonte,1
﻿Robert Pollock,Rutger Hoekstra,1
﻿Robert Pollock,Giorgia Dalla Libera Marchiori,1
﻿Robert Pollock,Alessandro Galli,1
﻿Robert Pollock,Beth Stratford,1
﻿Robert Pollock,Michael Shinwell,1
﻿Robert Pollock,Griffin Carpenter,1
﻿Robert Pollock,Isabel Sebastian,1
﻿Robert Pollock,Denisha Killoh,1
﻿Katie Gallogly-Swan,﻿Eduard Müller,1
﻿Katie Gallogly-Swan,﻿João Bernardo Casali,1
﻿Katie Gallogly-Swan,﻿Matthew Burke,1
﻿Katie Gallogly-Swan,﻿Luca Coscieme,1
﻿Katie Gallogly-Swan,Michelle Maloney,1
﻿Katie Gallogly-Swan,﻿Jacqueline Mcglade,1
﻿Katie Gallogly-Swan,﻿Claire Sommer,1
﻿Katie Gallogly-Swan,Christopher Boyce,1
﻿Katie Gallogly-Swan,Miriam Brett,2
﻿Katie Gallogly-Swan,Wendy Ellyatt,1
﻿Katie Gallogly-Swan,Duncan Fisher,1
﻿Katie Gallogly-Swan,Michael Jacobs,1
﻿Katie Gallogly-Swan,Lorenzo Fioramonte,1
﻿Katie Gallogly-Swan,Rutger Hoekstra,1
﻿Katie Gallogly-Swan,Giorgia Dalla Libera Marchiori,1
﻿Katie Gallogly-Swan,Alessandro Galli,1
﻿Katie Gallogly-Swan,Frances Moore Lappé,1
﻿Katie Gallogly-Swan,Beth Stratford,1
﻿Katie Gallogly-Swan,Caroline Lucas,1
﻿Katie Gallogly-Swan,Erinch Sahan,1
﻿Katie Gallogly-Swan,Michael Shinwell,1
﻿Katie Gallogly-Swan,Griffin Carpenter,1
﻿Katie Gallogly-Swan,Irene Guijt,1
﻿Katie Gallogly-Swan,Isabel Sebastian,1
﻿Katie Gallogly-Swan,Jan Mayrhuofer,1
﻿Katie Gallogly-Swan,Barbara SennholzWeinhardt,1
﻿Katie Gallogly-Swan,Denisha Killoh,1
﻿Eduard Müller,﻿João Bernardo Casali,1
﻿Eduard Müller,﻿Matthew Burke,1
﻿Eduard Müller,﻿Alvaro Cedeno Molinari,1
﻿Eduard Müller,﻿Luca Coscieme,1
﻿Eduard Müller,﻿Scherto Gill,1
﻿Eduard Müller,Michelle Maloney,1
﻿Eduard Müller,﻿Jacqueline Mcglade,1
﻿Eduard Müller,﻿Claire Sommer,1
﻿Eduard Müller,Christopher Boyce,1
﻿Eduard Müller,Miriam Brett,1
﻿Eduard Müller,Wendy Ellyatt,1
﻿Eduard Müller,Duncan Fisher,1
﻿Eduard Müller,Lorenzo Fioramonte,1
﻿Eduard Müller,Rutger Hoekstra,1
﻿Eduard Müller,Fabio Battaglia,1
﻿Eduard Müller,Giorgia Dalla Libera Marchiori,1
﻿Eduard Müller,Alessandro Galli,1
﻿Eduard Müller,John Fullerton,1
﻿Eduard Müller,Hunter Lovins,1
﻿Eduard Müller,Beth Stratford,1
﻿Eduard Müller,Nicky Pouw,1
﻿Eduard Müller,Michael Shinwell,1
﻿Eduard Müller,Griffin Carpenter,1
﻿Eduard Müller,Isabel Sebastian,1
﻿Eduard Müller,Brynhildur Davíðsdóttir,1
﻿Eduard Müller,Denisha Killoh,1
﻿João Bernardo Casali,﻿Matthew Burke,1
﻿João Bernardo Casali,﻿Luca Coscieme,1
﻿João Bernardo Casali,Michelle Maloney,1
﻿João Bernardo Casali,﻿Jacqueline Mcglade,1
﻿João Bernardo Casali,﻿Claire Sommer,1
﻿João Bernardo Casali,Christopher Boyce,1
﻿João Bernardo Casali,Miriam Brett,1
﻿João Bernardo Casali,Wendy Ellyatt,1
﻿João Bernardo Casali,Duncan Fisher,1
﻿João Bernardo Casali,Lorenzo Fioramonte,1
﻿João Bernardo Casali,Rutger Hoekstra,1
﻿João Bernardo Casali,Giorgia Dalla Libera Marchiori,1
﻿João Bernardo Casali,Alessandro Galli,1
﻿João Bernardo Casali,Beth Stratford,1
﻿João Bernardo Casali,Michael Shinwell,1
﻿João Bernardo Casali,Griffin Carpenter,1
﻿João Bernardo Casali,Isabel Sebastian,1
﻿João Bernardo Casali,Denisha Killoh,1
﻿Naomi Bourne,Terry Hearn,1
﻿Naomi Bourne,﻿Jacqueline Mcglade,1
﻿Naomi Bourne,Luis Gallardo,1
﻿Naomi Bourne,Philipp Neuerburg,1
﻿Naomi Bourne,Ralph Thurm,1
﻿Naomi Bourne,Lorenzo Fioramonte,1
﻿Naomi Bourne,Rutger Hoekstra,1
﻿Naomi Bourne,Enrico Giovannini,1
﻿Naomi Bourne,Jonathan Patz,1
﻿Naomi Bourne,Debra Roberts,1
﻿Naomi Bourne,Johan Rockström,1
﻿Naomi Bourne,Juliet Schor,1
﻿Naomi Bourne,Gus Speth,1
﻿Naomi Bourne,Alvaro Umana,1
﻿Naomi Bourne,Roberto De Vogli,1
﻿Naomi Bourne,Lars Fogh Mortensen,1
﻿Naomi Bourne,Anders Wijkman,1
﻿Naomi Bourne,﻿Danny Graham,1
﻿Naomi Bourne,Hon Grant Robertson,1
﻿Matthew Burke,﻿Luca Coscieme,1
﻿Matthew Burke,Michelle Maloney,1
﻿Matthew Burke,﻿Jacqueline Mcglade,1
﻿Matthew Burke,﻿Claire Sommer,1
﻿Matthew Burke,Christopher Boyce,1
﻿Matthew Burke,Miriam Brett,1
﻿Matthew Burke,Wendy Ellyatt,1
﻿Matthew Burke,Duncan Fisher,1
﻿Matthew Burke,Ursula Georgeoglou,1
﻿Matthew Burke,Lorenzo Fioramonte,1
﻿Matthew Burke,Rutger Hoekstra,1
﻿Matthew Burke,Ida Kubiszewski,1
﻿Matthew Burke,Giorgia Dalla Libera Marchiori,1
﻿Matthew Burke,Alessandro Galli,1
﻿Matthew Burke,﻿Kati Gallagher,1
﻿Matthew Burke,Michael Moser,1
﻿Matthew Burke,Michel Masozera,1
﻿Matthew Burke,Gus Speth,1
﻿Matthew Burke,Beth Stratford,1
﻿Matthew Burke,Michael Shinwell,1
﻿Matthew Burke,Griffin Carpenter,1
﻿Matthew Burke,Isabel Sebastian,1
﻿Matthew Burke,Denisha Killoh,1
﻿Geraldine Campbel,Juan Pedro Castro Baeza,1
﻿Geraldine Campbel,﻿Michael Danson,1
﻿Geraldine Campbel,﻿Natalie Hemmings,1
﻿Geraldine Campbel,﻿Osbert Lancaster,1
﻿Geraldine Campbel,﻿Julie Mclachlan,1
﻿Geraldine Campbel,﻿Aileen Mcleod,1
﻿Geraldine Campbel,Miriam Brett,1
﻿Geraldine Campbel,Jackie Brock,1
﻿Geraldine Campbel,Chris Thomson,1
﻿Geraldine Campbel,Nicola Sturgeon,1
﻿Geraldine Campbel,Gary Gillespie,1
﻿Geraldine Campbel,Sara Carter,1
﻿Geraldine Campbel,Anna Fowlie,1
﻿Geraldine Campbel,Una Bartley,1
Juan Pedro Castro Baeza,﻿Michael Danson,1
Juan Pedro Castro Baeza,﻿Natalie Hemmings,1
Juan Pedro Castro Baeza,﻿Osbert Lancaster,1
Juan Pedro Castro Baeza,﻿Julie Mclachlan,1
Juan Pedro Castro Baeza,﻿Aileen Mcleod,1
Juan Pedro Castro Baeza,Miriam Brett,1
Juan Pedro Castro Baeza,Deirdre Shaw,1
Juan Pedro Castro Baeza,Jackie Brock,1
Juan Pedro Castro Baeza,Chris Thomson,1
Juan Pedro Castro Baeza,Nicola Sturgeon,1
Juan Pedro Castro Baeza,Gary Gillespie,1
Juan Pedro Castro Baeza,Sara Carter,1
Juan Pedro Castro Baeza,Anna Fowlie,1
Juan Pedro Castro Baeza,Una Bartley,1
﻿Alvaro Cedeno Molinari,Margreet Frieling,1
﻿Alvaro Cedeno Molinari,Conal Smith,1
﻿Alvaro Cedeno Molinari,Michael Jacobs,1
﻿Alvaro Cedeno Molinari,Katrín Jakobsdóttir,1
﻿Alvaro Cedeno Molinari,Enrico Giovannini,1
﻿Alvaro Cedeno Molinari,Alvaro Umana,1
﻿Alvaro Cedeno Molinari,Lars Fogh Mortensen,1
﻿Alvaro Cedeno Molinari,Ana Llena-Nozal,1
﻿Alvaro Cedeno Molinari,Neil Martin,1
﻿Alvaro Cedeno Molinari,Fabrice Murtin,1
﻿Alvaro Cedeno Molinari,Michael Shinwell,1
﻿Alvaro Cedeno Molinari,Martine Durand,1
﻿Alvaro Cedeno Molinari,Paul Allin,1
﻿Alvaro Cedeno Molinari,Carrie Exton,1
﻿Luca Coscieme,Michelle Maloney,1
﻿Luca Coscieme,﻿Jacqueline Mcglade,2
﻿Luca Coscieme,﻿Claire Sommer,1
﻿Luca Coscieme,Christopher Boyce,1
﻿Luca Coscieme,Miriam Brett,1
﻿Luca Coscieme,Wendy Ellyatt,1
﻿Luca Coscieme,Duncan Fisher,1
﻿Luca Coscieme,Lorenzo Fioramonte,1
﻿Luca Coscieme,Rutger Hoekstra,1
﻿Luca Coscieme,Giorgia Dalla Libera Marchiori,1
﻿Luca Coscieme,Alessandro Galli,1
﻿Luca Coscieme,Petra Fagerholm,1
﻿Luca Coscieme,Lars Fogh Mortensen,1
﻿Luca Coscieme,Beth Stratford,1
﻿Luca Coscieme,Michael Shinwell,1
﻿Luca Coscieme,Griffin Carpenter,1
﻿Luca Coscieme,Isabel Sebastian,1
﻿Luca Coscieme,Denisha Killoh,1
﻿Michael Danson,﻿Natalie Hemmings,1
﻿Michael Danson,﻿Osbert Lancaster,2
﻿Michael Danson,﻿Julie Mclachlan,1
﻿Michael Danson,﻿Aileen Mcleod,1
﻿Michael Danson,Miriam Brett,1
﻿Michael Danson,Jackie Brock,1
﻿Michael Danson,Chris Thomson,1
﻿Michael Danson,Nicola Sturgeon,1
﻿Michael Danson,Gary Gillespie,2
﻿Michael Danson,Sara Carter,2
﻿Michael Danson,Anna Fowlie,1
﻿Michael Danson,Una Bartley,1
Margreet Frieling,Conal Smith,2
Margreet Frieling,Luisa Beltran-Castillon,3
Margreet Frieling,Michael Jacobs,1
Margreet Frieling,Katrín Jakobsdóttir,1
Margreet Frieling,Enrico Giovannini,1
Margreet Frieling,Lars Fogh Mortensen,1
Margreet Frieling,Girol Karacaoglu,1
Margreet Frieling,Ana Llena-Nozal,1
Margreet Frieling,Neil Martin,1
Margreet Frieling,Fabrice Murtin,1
Margreet Frieling,Michael Shinwell,1
Margreet Frieling,Martine Durand,1
Margreet Frieling,Paul Allin,1
Margreet Frieling,Carrie Exton,1
Conal Smith,Luisa Beltran-Castillon,1
Conal Smith,Michael Jacobs,1
Conal Smith,Katrín Jakobsdóttir,1
Conal Smith,Enrico Giovannini,1
Conal Smith,Lars Fogh Mortensen,1
Conal Smith,Ana Llena-Nozal,1
Conal Smith,Neil Martin,1
Conal Smith,Fabrice Murtin,1
Conal Smith,Michael Shinwell,1
Conal Smith,Martine Durand,1
Conal Smith,Paul Allin,1
Conal Smith,Carrie Exton,1
﻿Scherto Gill,Garrett Thomson,1
﻿Scherto Gill,Fabio Battaglia,1
﻿Scherto Gill,Nicky Pouw,1
﻿Scherto Gill,Brynhildur Davíðsdóttir,1
Terry Hearn,Linda White,1
Terry Hearn,Jane Morrison,1
﻿Till Kellerhof,﻿Aileen Mcleod,1
﻿Till Kellerhof,Maya Cosentino,1
﻿Till Kellerhof,Päivi Mattila-Wiro,1
﻿Till Kellerhof,Ida Kubiszewski,1
﻿Till Kellerhof,Enrico Giovannini,1
﻿Till Kellerhof,Herman Daly,1
﻿Till Kellerhof,John Fullerton,1
﻿Till Kellerhof,Hunter Lovins,1
﻿Till Kellerhof,Mathis Wackernagel,1
﻿Till Kellerhof,Jonathan Barth,1
﻿Till Kellerhof,Leida Rijnhout,1
﻿Till Kellerhof,Anders Wijkman,1
﻿Till Kellerhof,Peter Victor,1
﻿Natalie Hemmings,﻿Osbert Lancaster,1
﻿Natalie Hemmings,﻿Julie Mclachlan,1
﻿Natalie Hemmings,﻿Aileen Mcleod,1
﻿Natalie Hemmings,Miriam Brett,1
﻿Natalie Hemmings,Jackie Brock,1
﻿Natalie Hemmings,Chris Thomson,1
﻿Natalie Hemmings,Nicola Sturgeon,1
﻿Natalie Hemmings,Gary Gillespie,1
﻿Natalie Hemmings,Sara Carter,1
﻿Natalie Hemmings,Anna Fowlie,1
﻿Natalie Hemmings,Una Bartley,1
﻿Alan Higgins,Jennifer Wallace,1
﻿Alan Higgins,James Dyke,1
﻿Alan Higgins,Patrick Elf,1
﻿Alan Higgins,Sam Butler-Sloss,1
﻿Osbert Lancaster,﻿Julie Mclachlan,1
﻿Osbert Lancaster,﻿Aileen Mcleod,1
﻿Osbert Lancaster,Miriam Brett,1
﻿Osbert Lancaster,Charlotte Miller,1
﻿Osbert Lancaster,Jane Morrison,1
﻿Osbert Lancaster,Sophie Flemig,1
﻿Osbert Lancaster,Jackie Brock,1
﻿Osbert Lancaster,Chris Thomson,1
﻿Osbert Lancaster,Nicola Sturgeon,1
﻿Osbert Lancaster,Gary Gillespie,2
﻿Osbert Lancaster,Fabio Battaglia,1
﻿Osbert Lancaster,Michel Masozera,1
﻿Osbert Lancaster,Rebecca Humphries,1
﻿Osbert Lancaster,Agnieszka Zimoch,1
﻿Osbert Lancaster,Tycho Vandermaesen,1
﻿Osbert Lancaster,Sara Carter,2
﻿Osbert Lancaster,Anna Fowlie,1
﻿Osbert Lancaster,Ester Asin Martinez,1
﻿Osbert Lancaster,Una Bartley,1
Michelle Maloney,﻿Jacqueline Mcglade,1
Michelle Maloney,﻿Claire Sommer,1
Michelle Maloney,Christopher Boyce,1
Michelle Maloney,Miriam Brett,1
Michelle Maloney,Wendy Ellyatt,1
Michelle Maloney,Duncan Fisher,1
Michelle Maloney,Lorenzo Fioramonte,1
Michelle Maloney,Rutger Hoekstra,1
Michelle Maloney,Giorgia Dalla Libera Marchiori,1
Michelle Maloney,Alessandro Galli,1
Michelle Maloney,Gus Speth,1
Michelle Maloney,Beth Stratford,1
Michelle Maloney,Michael Shinwell,1
Michelle Maloney,Griffin Carpenter,1
Michelle Maloney,Isabel Sebastian,1
Michelle Maloney,Denisha Killoh,1
﻿Jacqueline Mcglade,﻿Frank Murillo,1
﻿Jacqueline Mcglade,﻿Claire Sommer,1
﻿Jacqueline Mcglade,Christopher Boyce,1
﻿Jacqueline Mcglade,Miriam Brett,1
﻿Jacqueline Mcglade,Sally Zlotowtiz,1
﻿Jacqueline Mcglade,Luis Gallardo,1
﻿Jacqueline Mcglade,Wendy Ellyatt,1
﻿Jacqueline Mcglade,Duncan Fisher,1
﻿Jacqueline Mcglade,Michael Jacobs,1
﻿Jacqueline Mcglade,Philipp Neuerburg,1
﻿Jacqueline Mcglade,Ralph Thurm,1
﻿Jacqueline Mcglade,Lorenzo Fioramonte,3
﻿Jacqueline Mcglade,Rutger Hoekstra,2
﻿Jacqueline Mcglade,Ida Kubiszewski,2
﻿Jacqueline Mcglade,Enrico Giovannini,2
﻿Jacqueline Mcglade,Giorgia Dalla Libera Marchiori,1
﻿Jacqueline Mcglade,Alessandro Galli,1
﻿Jacqueline Mcglade,Alejandro Adler,1
﻿Jacqueline Mcglade,Gar Alperovitz,1
﻿Jacqueline Mcglade,Clovis Cavalcanti,1
﻿Jacqueline Mcglade,Herman Daly,1
﻿Jacqueline Mcglade,John de Graaf,1
﻿Jacqueline Mcglade,Joshua Farley,1
﻿Jacqueline Mcglade,John Fullerton,1
﻿Jacqueline Mcglade,Richard Heinberg,1
﻿Jacqueline Mcglade,Hunter Lovins,1
﻿Jacqueline Mcglade,Michel Masozera,1
﻿Jacqueline Mcglade,Thaddeus Metz,1
﻿Jacqueline Mcglade,Greg Norris,1
﻿Jacqueline Mcglade,Jonathan Patz,2
﻿Jacqueline Mcglade,Dirk Philipsen,1
﻿Jacqueline Mcglade,Rosimeiry Portela,1
﻿Jacqueline Mcglade,Thomas Prugh,1
﻿Jacqueline Mcglade,Bill Rees,1
﻿Jacqueline Mcglade,Debra Roberts,2
﻿Jacqueline Mcglade,Johan Rockström,2
﻿Jacqueline Mcglade,Juliet Schor,2
﻿Jacqueline Mcglade,Gus Speth,2
﻿Jacqueline Mcglade,Yukiko Uchida,1
﻿Jacqueline Mcglade,Alvaro Umana,2
﻿Jacqueline Mcglade,Roberto De Vogli,2
﻿Jacqueline Mcglade,Mathis Wackernagel,1
﻿Jacqueline Mcglade,Petra Fagerholm,1
﻿Jacqueline Mcglade,Lars Fogh Mortensen,2
﻿Jacqueline Mcglade,Beth Stratford,1
﻿Jacqueline Mcglade,Anders Wijkman,1
﻿Jacqueline Mcglade,﻿Danny Graham,1
﻿Jacqueline Mcglade,Michael Shinwell,1
﻿Jacqueline Mcglade,Laurie Macfarlane,1
﻿Jacqueline Mcglade,Griffin Carpenter,1
﻿Jacqueline Mcglade,Isabel Sebastian,1
﻿Jacqueline Mcglade,Barbara SennholzWeinhardt,1
﻿Jacqueline Mcglade,Denisha Killoh,1
﻿Jacqueline Mcglade,Hon Grant Robertson,1
﻿Julie Mclachlan,﻿Aileen Mcleod,1
﻿Julie Mclachlan,Miriam Brett,2
﻿Julie Mclachlan,Jackie Brock,1
﻿Julie Mclachlan,Chris Thomson,1
﻿Julie Mclachlan,Nicola Sturgeon,1
﻿Julie Mclachlan,Gary Gillespie,1
﻿Julie Mclachlan,Mhairi Paterson,1
﻿Julie Mclachlan,Laurie Macfarlane,1
﻿Julie Mclachlan,Sara Carter,1
﻿Julie Mclachlan,Anna Fowlie,1
﻿Julie Mclachlan,Una Bartley,1
﻿Aileen Mcleod,Miriam Brett,1
﻿Aileen Mcleod,Jackie Brock,1
﻿Aileen Mcleod,Chris Thomson,1
﻿Aileen Mcleod,Maya Cosentino,1
﻿Aileen Mcleod,Päivi Mattila-Wiro,1
﻿Aileen Mcleod,Valdis Dombrovskis,1
﻿Aileen Mcleod,Nicola Sturgeon,1
﻿Aileen Mcleod,Ida Kubiszewski,1
﻿Aileen Mcleod,Enrico Giovannini,1
﻿Aileen Mcleod,Gary Gillespie,1
﻿Aileen Mcleod,Herman Daly,1
﻿Aileen Mcleod,John Fullerton,1
﻿Aileen Mcleod,Hunter Lovins,1
﻿Aileen Mcleod,Mathis Wackernagel,1
﻿Aileen Mcleod,Jonathan Barth,1
﻿Aileen Mcleod,Caroline Lucas,1
﻿Aileen Mcleod,Philippe Lamberts,1
﻿Aileen Mcleod,Leida Rijnhout,1
﻿Aileen Mcleod,Anders Wijkman,1
﻿Aileen Mcleod,Peter Victor,1
﻿Aileen Mcleod,Sara Carter,1
﻿Aileen Mcleod,Anna Fowlie,1
﻿Aileen Mcleod,Una Bartley,1
﻿Frank Murillo,Sally Zlotowtiz,1
﻿Frank Murillo,Michael Jacobs,1
﻿Frank Murillo,Laurie Macfarlane,1
﻿Frank Murillo,Barbara SennholzWeinhardt,1
﻿Deissy Perilla,Jayne Engle,1
﻿Maaike Stoel,Christien Stoker,1
﻿Claire Sommer,Christopher Boyce,1
﻿Claire Sommer,Miriam Brett,1
﻿Claire Sommer,Wendy Ellyatt,1
﻿Claire Sommer,Duncan Fisher,1
